ID	new_Prepositions_filtered	Imperfective lemma	Perfective lemma	group	Transit/Obj	arg_0	arg_1	arg_2	Examples: !Argument	comments: ?Complement *Collocation/Idiom	Distractors	Verb features
1215	на! к! за? в?	отправляться	отправиться	КУДА	—	HEAD:Preposition + Base:на + Gov_Case:Accusative / HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Preposition + Base:к + Gov_Case:Dative					
1216	на?	отпускать	отпустить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1217	в?	отражать	отразить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative						
1218	в! от! на!	отражаться	отразиться		—	HEAD:Preposition + Base:в + Gov_Case:Locative	HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Preposition + Base:на + Gov_Case:Locative				
2401	от!	отрекаться	отречься		—	HEAD:Preposition + Base:от + Gov_Case:Genitive			отрекся от трона			
2453	от!	отрывать	оторвать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:от + Gov_Case:Genitive						
2369	от!	отрываться	оторваться		—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
1219		отстегивать	отстегнуть		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1220	в? к? от!	отходить	отойти		—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
1221		охрить	наохрить									
1222	в?	ощущать	ощутить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1223	на! в?	падать	упасть		—	HEAD:Preposition + Base:на + Gov_Case:Accusative / HEAD:Preposition + Base:в + Gov_Case:Accusative						
1224		паковать	запаковать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1225		паковать	упаковать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1228		пакостить	напакостить		—	HEAD:Noun + Case:Dative	HEAD:Noun + Case:Instrumental					
1229	в! из!	палить	выпалить		—	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Preposition + Base:из + Gov_Case:Genitive					
1230		палить	опалить		—	HEAD:Noun + Case:Instrumental						
1231		палить	спалить		—	HEAD:Noun + Case:Instrumental						
1232		парашютировать	спарашютировать		—							
1233		парировать	отпарировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj		HEAD:Preposition + Base:над + Gov_Case:Instrumental					
1234	над? в?	парить	выпарить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1235	над? в?	парить	попарить		—							
1236	над? в?	парить	упарить		—							
1237	в?	париться	выпариться		—							
1238	в?	париться	попариться		—							
1239		паршиветь	запаршиветь		—							
1240		паршиветь	опаршиветь		—							
1241		пасовать	спасовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Dative						
1241		пасовать	спасовать		—	HEAD:Preposition + Base:перед + Gov_Case:Instrumental						
1242		патентовать	запатентовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1243		пахать	вспахать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1244		пачкать	выпачкать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental / HEAD:Preposition + Base:в + Gov_Case:Locative						
1245		пачкать	запачкать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1246		пачкать	испачкать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental / HEAD:Preposition + Base:в + Gov_Case:Locative			испачканный в грязи // ! рубашку в грязи			
1246		пачкать	перепачкать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental / HEAD:Preposition + Base:в + Gov_Case:Locative			перепачканный в грязи // ! рубашку в грязи			
1247		пачкать	напачкать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental			! рубашку в грязи // ! руки краской			
1248		пачкаться	выпачкаться		—	HEAD:Noun + Case:Instrumental / HEAD:Preposition + Base:в + Gov_Case:Locative			! в грязи // ! в песке // ! краской			
1249		пачкаться	запачкаться		—	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:в + Gov_Case:Locative		! в грязи // ! в песке // ! краской			
1250		пачкаться	испачкаться		—	HEAD:Noun + Case:Instrumental / HEAD:Preposition + Base:в + Gov_Case:Locative			! в грязи // ! в песке // ! краской			
1250		пачкаться	перепачкаться		—	HEAD:Noun + Case:Instrumental / HEAD:Preposition + Base:в + Gov_Case:Locative			! в грязи // ! в песке // ! краской			
1251		пеленать	запеленать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1252		пеленать	спеленать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1253		пеленговать	запеленговать									
1254		пенить	вспенить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1255		пениться	вспениться		—							
1256	на*	пенять	попенять		—					*пенять на себя		
1257		пепелить	испепелить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1258		перебивать	перебить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1259	на! с! из?	переводить	перевести		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:с + Gov_Case:Genitive		перевел рассказ на русский язык			
1260	на?	переворачивать	перевернуть		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2470	на! в?	переворачиваться	перевернуться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:с + Gov_Case:Genitive					
1261	в? из? по?	передавать	передать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1262		пережидать	переждать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1263	на!	переключать	переключить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative						
1264		перекупать	перекупить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:у + Gov_Case:Genitive						
1265	у! от?	перенимать	перенять		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:у + Gov_Case:Genitive						
1363		переполнять	переполнить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1363		пополнять	пополнить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1266		переставать	перестать		POS:Verb + Verb_FORM:Infinitive							
1267	из!	переть	спереть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive						
1268	через!	перетягивать	перетянуть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:через + Gov_Case:Accusative						
1269	в? к! на* от!	переходить	перейти		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative	HEAD:Preposition + Base:от + Gov_Case:Genitive					
		перечить			—	HEAD:Noun + Case:Dative			! начальству			
1270		перчить	наперчить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1271		перчить	поперчить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1272		песочить	пропесочить		—							
1273		пестовать	выпестовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1274		петушиться	распетушиться		—							
1275	в? о! про!	петь	воспеть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:о + Gov_Case:Locative / HEAD:Preposition + Base:про + Gov_Case:Accusative						
1276	в? о! про!	петь	пропеть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:о + Gov_Case:Locative / HEAD:Preposition + Base:про + Gov_Case:Accusative						
1277	в? о! про!	петь	спеть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:о + Gov_Case:Locative / HEAD:Preposition + Base:про + Gov_Case:Accusative	HEAD:Noun + Case:Dative		! публике песню о славе			
1278		печалить	опечалить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1279		печалиться	опечалиться		—							
1280	в! на!	печатать	напечатать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Preposition + Base:в + Gov_Case:Locative					
1281	в! на!	печатать	отпечатать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Preposition + Base:в + Gov_Case:Locative					
1282	в!	печататься	напечататься		—	HEAD:Preposition + Base:в + Gov_Case:Locative				?с сокращениями, ?с разрешения		
1283	на!	печь	испечь		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Locative						
1284		печься	испечься		—							
1285		пикировать	спикировать		—							
1286	в! о! на! про!	писать	написать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative	HEAD:Preposition + Base:о + Gov_Case:Locative / HEAD:Preposition + Base:на + Gov_Case:Locative / HEAD:Preposition + Base:про + Gov_Case:Accusative					
1287	с* через*	писаться	написаться		—					*писаться с большой буквы, *писаться через дефис		
1288		питать	напитать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1289		питать	пропитать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1290		питаться	пропитаться		—	HEAD:Noun + Case:Instrumental						
1291	из!	пить	выпить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive				?в одиночестве, *в одиночку		
1292		пичкать	напичкать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1293		плавить	выплавить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1294		плавить	расплавить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1295		плавить	сплавить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1296		плавиться	расплавиться		—							
1297	от! о!	плакать	поплакать		—	HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Preposition + Base:о + Gov_Case:Locative					
1298	в? на! к!	планировать	запланировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative / HEAD:Preposition + Base:к + Gov_Case:Dative						
1299	в? на! к!	планировать	спланировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative / HEAD:Preposition + Base:к + Gov_Case:Dative						
1300		пластать	распластать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1301		платать	заплатать									
1302	по* за!	платить	заплатить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental	HEAD:Noun + Case:Dative	HEAD:Preposition + Base:за + Gov_Case:Accusative		*платить по счетам		
1303	по* за!	уплачивать	уплатить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental	HEAD:Noun + Case:Dative	HEAD:Preposition + Base:за + Gov_Case:Accusative				
1303	по* за!	выплачивать	выплатить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental	HEAD:Noun + Case:Dative	HEAD:Preposition + Base:за + Gov_Case:Accusative				
1303	по* за!	платить	отплатить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental	HEAD:Noun + Case:Dative	HEAD:Preposition + Base:за + Gov_Case:Accusative	! долг родине			
1304	за!	платиться	поплатиться		—	HEAD:Noun + Case:Instrumental		HEAD:Preposition + Base:за + Gov_Case:Accusative				
1305	на!	плевать	наплевать		—	HEAD:Preposition + Base:на + Gov_Case:Accusative						
1306	на!	плевать	плюнуть		—	HEAD:Preposition + Base:на + Gov_Case:Accusative / HEAD:Preposition + Base:в + Gov_Case:Accusative						
33		плесневеть	заплесневеть	BECOM	—							
1308	из!	плести	заплести		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive						
1309	из!	плести	сплести		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive						
1310		плешиветь	оплешиветь		—							
1311		плодить	наплодить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1312		плодить	расплодить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1313		плодиться	наплодиться		—							
1314		плодиться	расплодиться		—							
1315		плоить	наплоить									
1316		пломбировать	запломбировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1317		пломбировать	опломбировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1318		плотить	сплотить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1319		плотнеть	поплотнеть		—							
1320		плошать	оплошать		—							
1321		плошать	сплошать		—							
1322		плутовать	наплутовать		—							
1323		плутовать	сплутовать		—							
132	по! против! в?	плыть	проплыть	V-MOT	—	HEAD:Preposition + Base:по + Gov_Case:Dative	HEAD:Preposition + Base:против + Gov_Case:Genitive / HEAD:Preposition + Base:на + Gov_Case:Locative					
1325	к!	плюсовать	приплюсовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative						
1326		плющить	расплющить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1327		плющить	сплющить									
1328	под!	плясать	сплясать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:под + Gov_Case:Accusative						
303		поверять	поверить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Dative			поверил другу // поверил секрет другу			
1329	к! в?	поворачивать	повернуть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative						
1330	к! вокруг? в? от?	поворачиваться	повернуться		—	HEAD:Preposition + Base:к + Gov_Case:Dative						
1331	за!	повторять	повторить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Instrumental						
1332		поганить	опоганить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1333		поганиться	опоганиться		—							
256	за! на! от!	погибать	погибнуть		—	HEAD:Preposition + Base:за + Gov_Case:Accusative / HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Preposition + Base:на + Gov_Case:Locative					
1334	в? от! на!	погибать	погибнуть		—	HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Preposition + Base:на + Gov_Case:Locative					
1335		поглощать	поглотить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1336	на! в? к*	подавать	подать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative				*подавать к обеду, ?в ресторане, *в отставку		
2439		подвергать	подвергнуть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Dative			подверг её опасности			
2400		подвергаться	подвергнуться		—	HEAD:Noun + Case:Dative						
1337	за! в?	подглядывать	подглядеть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Instrumental						
1338		поддавать	поддать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2356	на!	поддаваться	поддаться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative						
1339	с? в? до? у?	поджидать	подождать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1340	к!	подключать	подключить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative						
1341	к!	подключаться	подключиться		—	HEAD:Preposition + Base:к + Gov_Case:Dative						
1342		подкупать	подкупить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1343		подлеть	оподлеть		—							
1344		подличать	сподличать		—							
1345	с! в?	поднимать	поднять		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:с + Gov_Case:Genitive						
1346	на! по!	подниматься	подняться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:по + Gov_Case:Dative					
	!!!	подозревать	заподозрить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative						
1906		подтасовывать	подтасовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1347	в?	подтверждать	подтвердить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1348	к! для! на?	подходить	подойти		—	HEAD:Noun + Case:Dative / HEAD:Preposition + Base:к + Gov_Case:Dative	HEAD:Preposition + Base:для + Gov_Case:Genitive					
2449	над!	подшучивать	подшутить		—	HEAD:Preposition + Base:над + Gov_Case:Instrumental						
1349		пожимать	пожать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1350		позволять	позволить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Dative						
1350		позволять	позволить		POS:Verb + Verb_FORM:Infinitive							
1351		позорить	опозорить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1352		позориться	опозориться		—							
1353		поить	выпоить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1354		поить	напоить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1355	на! в?	показывать	показать		HEAD:Noun + Case:Accusative + Dependency_Type:obj / HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Noun + Case:Instrumental			показал на него пальцем			
1356	на!	показывать	показать		HEAD:Noun + Case:Accusative + Dependency_Type:obj / HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Noun + Case:Dative			показал собаке язык			
1357	в?	показываться	показаться		—							
1358		покоить	упокоить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1359		покрывать	покрыть		HEAD:Noun + Case:Accusative + Dependency_Type:obj		HEAD:Noun + Case:Instrumental					
1360	в? на? за*	покупать	купить		HEAD:Noun + Case:Accusative + Dependency_Type:obj		HEAD:Preposition + Base:у + Gov_Case:Genitive					
1361		полировать	наполировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1362		полировать	отполировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1363		полнеть	пополнеть		—							
1364		полоскать	выполоскать		HEAD:Noun + Case:Accusative + Dependency_Type:obj		HEAD:Noun + Case:Instrumental					
1365		полоскать	прополоскать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1366		полосовать	исполосовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1367		полосовать	располосовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1368		полоть	выполоть		HEAD:Noun + Case:Accusative + Dependency_Type:obj		HEAD:Noun + Case:Instrumental					
1369		полоть	прополоть		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1370		полошить	всполошить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1371		полошиться	всполошиться		—							
1372	за! по*	получать	получить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Accusative	HEAD:Preposition + Base:от + Gov_Case:Genitive					
1373		получаться	получиться		—							
2423		пользоваться	воспользоваться		—	HEAD:Noun + Case:Instrumental						
143		помадить	напомадить	XFORM	HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1376		помадиться	напомадиться		—							
2409	о!	помнить	запомнить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:о + Gov_Case:Locative						
1378		помогать	помочь		POS:Verb + Verb_FORM:Infinitive	HEAD:Noun + Case:Dative			! сыну учиться			
1378	в! с!	помогать	помочь		—	HEAD:Noun + Case:Dative	HEAD:Preposition + Base:в + Gov_Case:Locative	HEAD:Preposition + Base:с + Gov_Case:Instrumental	! коллеге в проекте с техническими задачами			
1379		понимать	понять		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1380		понтировать	спонтировать		—							
1381	в! по!	попадать	попасть		—	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Preposition + Base:по + Gov_Case:Dative					
1382	до*	поражать	поразить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental			! её умом			
1383		поражаться	поразиться		—	HEAD:Noun + Case:Dative						
1384	в?	порождать	породить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1385		пороситься	опороситься		—							
1386		пороть	выпороть		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1387		пороть	распороть		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1388		пороться	распороться		—							
1389	в?	порочить	опорочить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1390		порошить	запорошить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1391		порошить	напорошить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1392		портачить	напортачить		—							
1393		портить	испортить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1394		портиться	испортиться		—							
1395		посвящать	посвятить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1396	в! на!	поступать	поступить		POS:Verb + Verb_FORM:Infinitive	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Preposition + Base:на + Gov_Case:Accusative		поступить работать на фабрику	/учиться/фрезеровать/...		
1397	на! за!	посылать	послать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:за + Gov_Case:Instrumental					
34	от!	потеть	вспотеть	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
1399		потеть	запотеть		—							
1400		потреблять	потребить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1401		потрошить	выпотрошить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1402		потрошить	распотрошить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1403		потчевать	попотчевать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1404	за! к!	потягиваться	потянуться		—	HEAD:Preposition + Base:за + Gov_Case:Instrumental	HEAD:Preposition + Base:к + Gov_Case:Dative					
2455	DAT!	поучиться			—	POS:Verb + Verb_FORM:Infinitive / HEAD:Noun + Case:Dative			! ремеслу			
2389	на!	походить			—	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Noun + Case:Instrumental		походить лицом на отца			
1405		пошлеть	опошлеть		—							
1406		поэтизировать	опоэтизировать		—							
1407	в? на? у? из?	появляться	появиться	ГДЕ	—	HEAD:Preposition + Base:в + Gov_Case:Locative	HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Preposition + Base:у + Gov_Case:Genitive / HEAD:Preposition + Base:из + Gov_Case:Genitive				
1408		праветь	поправеть		—							
1409		править			—	HEAD:Noun + Case:Instrumental			! страной			
1410	к? от? в?	править	выправить		HEAD:Noun + Case:Accusative + Dependency_Type:obj				! плечо			
1411	в?	праздновать	отпраздновать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1412		превосходить	превзойти		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1413	в!	превращать	превратить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Accusative			! лягушку в принца			
1413	в!	превращаться	превратиться		—	HEAD:Preposition + Base:в + Gov_Case:Accusative						
1414	в? на!	предлагать	предложить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Dative	HEAD:Preposition + Base:на + Gov_Case:Accusative					
1414	в? на!	предлагать	предложить		POS:Verb + Verb_FORM:Infinitive	HEAD:Noun + Case:Dative						
1127	для!	предназначаться	предназначаться		—	HEAD:Preposition + Base:для + Gov_Case:Genitive						
2401		предрекать	предречь		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Dative			! ему успех			
1415	из* в? на?	представлять	представить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1416	к! в? на!	предъявлять	предъявить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative	HEAD:Preposition + Base:на + Gov_Case:Accusative					
848		преклоняться	преклониться		—	HEAD:Preposition + Base:перед + Gov_Case:Instrumental						
1266		прекращать	прекратить		POS:Verb + Verb_FORM:Infinitive							
1266		прекращать	прекратить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1417		препятствовать	воспрепятствовать		—	HEAD:Noun + Case:Dative	HEAD:Noun + Case:Instrumental					
		пререкаться			—	HEAD:Preposition + Base:с + Gov_Case:Instrumental			! со мной // ! со всеми подчиненными			
1418		прессовать	отпрессовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1419		прессовать	спрессовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1420		преть	взопреть		—							
1421		преть	сопреть		—							
1422		преть	упреть		—							
2100	в!	преуспевать	преуспеть		—	HEAD:Preposition + Base:в + Gov_Case:Locative			успевать в школе			
2381	к!	прибегать	прибегнуть		—	HEAD:Preposition + Base:к + Gov_Case:Dative			прибег к крайним мерам			
1423	к!	прибивать	прибить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative						
2399	к!	приближать	приблизить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative						
1424	к! на*	приближаться	приблизиться		—	HEAD:Preposition + Base:к + Gov_Case:Dative				!приближаться к концу, *приближаться на расстояние		
1425	на? в? к?	прибывать	прибыть		—							
1426	в?	приветствовать	поприветствовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2443	к! в? на*	привлекать	привлечь		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative			привлек ее к ответственности			
1427	к? в? на?	приводить	привести		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1428	в? с? к? на? из?	привозить	привезти		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1429	к!	привыкать	привыкнуть		—	HEAD:Preposition + Base:к + Gov_Case:Dative						
		привязывать	привязать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:к + Gov_Case:Dative					
1430	на! к? в?	приглашать	пригласить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative			пригласил её на именины			
1431	на! к? в?	приглашать	пригласить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative			пригласил её в гости			
1432		придавать	придать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
569		придерживаться			—	HEAD:Noun + Case:Genitive + Dependency_Type:obl			! мнения	??? idiom?		
1433		придумывать	придумать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1434	в? к? из? на? с?	приезжать	приехать		—					?приехать с фронта, ?с тобой, ?на машине, ?на праздник		
1435		признавать	признать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative	HEAD:Preposition + Base:за + Gov_Case:Accusative	HEAD:Preposition + Base:над + Gov_Case:Instrumental				
1436	в!	признаваться	признаться		—	HEAD:Preposition + Base:в + Gov_Case:Locative			признался в любви			
1437		приказывать	приказать		POS:Verb + Verb_FORM:Infinitive	HEAD:Noun + Case:Dative						
1438	за?	прикрывать	прикрыть		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1439	к!	примыкать	примкнуть		—	HEAD:Preposition + Base:к + Gov_Case:Dative						
1440	в? за! к? на!	принимать	принять		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Accusative	HEAD:Preposition + Base:на + Gov_Case:Accusative					
1441	за!	приниматься	приняться		—	HEAD:Preposition + Base:за + Gov_Case:Accusative						
