ID	new_Prepositions_filtered	Imperfective lemma	Perfective lemma	group	Transit/Obj	arg_0	arg_1	arg_2	Examples: !Argument	comments: ?Complement *Collocation/Idiom	Distractors	Verb features
170	от!	абстрагироваться			—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
171	за!	агитировать	сагитировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Accusative						
172	на!	аккомпанировать			—	HEAD:Noun + Case:Dative	HEAD:Preposition + Base:на + Gov_Case:Locative		! ему на рояле			
173		актировать	актировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
174		анализировать	проанализировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
175		аннотировать	проаннотировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
176		апеллировать			—	HEAD:Preposition + Base:к + Gov_Case:Dative						
177		аргументировать	аргументировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
178		арканить	заарканить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
179	с!	ассоциировать	ассоциировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
180	в? прежде? с! у!	ассоциироваться			—	HEAD:Preposition + Base:с + Gov_Case:Instrumental		HEAD:Preposition + Base:у + Gov_Case:Genitive				
181		асфальтировать	заасфальтировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
7	от!	багроветь	побагроветь	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
		базарить	побазарить		—	HEAD:Preposition + Base:о + Gov_Case:Locative			! о глупостях			
182		баламутить	взбаламутить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
183	на! между!	балансировать	сбалансировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Preposition + Base:между + Gov_Case:Instrumental					
184		балластировать	забалластировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
141		баловать	избаловать	XFORM	HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
185		бальзамировать	забальзамировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
186		бальзамировать	набальзамировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
187		банкротиться	обанкротиться		—							
188		баррикадировать	забаррикадировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:от + Gov_Case:Genitive						
189		баррикадироваться	забаррикадироваться		—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
190		басить	пробасить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
142		баюкать	убаюкать	XFORM	HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental			! ребенка колыбельной песней			
117	за? в? на? с? от?	бегать	побегать	V-MOT	—					*в поисках, ?В ТУАЛЕТ / ?в пижаме, ?на лыжах, ?НА СВИДАНИЯ, ?НА КУХНЮ		
191		беднеть	обеднеть		—							
192		бедокурить	набедокурить		—							
118	в? из? от? с? к?	бежать	побежать	V-MOT	—					?бежать в горы, *бежать в страхе		
193		безобразить	обезобразить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
194		безобразничать	набезобразничать		—							
8	в? от!	белеть	побелеть	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive			! от ужаса			
195		белить	выбелить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
196		белить	набелить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
197		белить	побелить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
198		белиться	набелиться		—							
199		бередить	разбередить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
9	от! в? у? через?	беременеть	забеременеть	BECOM	—	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:от + Gov_Case:Genitive		как забеременеть мальчиком	?забеременеть в греции / ?забеременеть в день овуляции		
200		беречь	поберечь		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:от + Gov_Case:Genitive						
201	от!	беречься	поберечься		—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
202	с! по+DAT? на* о!	беседовать			—	HEAD:Preposition + Base:с + Gov_Case:Instrumental	HEAD:Preposition + Base:о + Gov_Case:Locative			*беседовать на английском, *беседовать на эту тему		
203	под?	бесить	взбесить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
10	с! от! из-за!	беситься	взбеситься	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive / HEAD:Preposition + Base:с + Gov_Case:Genitive / HEAD:Preposition + Base:из-за + Gov_Case:Genitive						
204	в? по!!	беспокоить	обеспокоить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:по + Gov_Case:Dative					
205	в? по!!	беспокоить	побеспокоить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:по + Gov_Case:Dative					
206	о! по! за! у-	беспокоиться	обеспокоиться		—	HEAD:Preposition + Base:о + Gov_Case:Locative / HEAD:Preposition + Base:по + Gov_Case:Dative / HEAD:Preposition + Base:за + Gov_Case:Accusative				! о работе // ! по мелочам		
207	о! по! за! у-	беспокоиться	побеспокоиться		—	HEAD:Preposition + Base:о + Gov_Case:Locative / HEAD:Preposition + Base:по + Gov_Case:Dative 				/ HEAD:Preposition + Base:за + Gov_Case:Accusative		
11	от!	бессилеть	обессилеть	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
208	от?	бессилить	обессилить		HEAD:Noun + Case:Accusative + Dependency_Type:obj					??? wha?		
209		бесславить	обесславить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
210		бесчестить	обесчестить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
211		бетонировать	забетонировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
212		бинтовать	забинтовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
213	по! в! на? с? через?	бить	побить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:по + Gov_Case:Dative	HEAD:Preposition + Base:в + Gov_Case:Accusative					
214	по! в! на? с? через?	бить	пробить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:по + Gov_Case:Dative	HEAD:Preposition + Base:в + Gov_Case:Accusative		бить в лицо	??? пробить в стене		
215	по! в! на? с? через?	бить	разбить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:по + Gov_Case:Dative	HEAD:Preposition + Base:в + Gov_Case:Accusative					
109	в* о! с! за!	биться	побиться	FIGHT	—	HEAD:Preposition + Base:с + Gov_Case:Instrumental	HEAD:Preposition + Base:о + Gov_Case:Accusative	HEAD:Preposition + Base:за + Gov_Case:Accusative		*биться в груди, *биться в унисон		
216	за! с?	благодарить	отблагодарить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Accusative						
217	за! с?	благодарить	поблагодарить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Accusative						
12	от!	бледнеть	побледнеть	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
13	от!	блекнуть	поблекнуть	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
218	к! на?	близиться	приблизиться		—	HEAD:Preposition + Base:к + Gov_Case:Dative			близится к концу			
219		блюсти	соблюсти		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
14	от!	богатеть	разбогатеть	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
220		бодать	забодать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
110		бодаться	пободаться	FIGHT	—	HEAD:Noun + Case:Instrumental						
221		бодрить	взбодрить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
222		бодриться	взбодриться		—	HEAD:Noun + Case:Instrumental						
223		божиться	побожиться		—	HEAD:Noun + Case:Instrumental						
224	в? за! с? до? у?	болеть	заболеть		—	HEAD:Noun + Case:Instrumental				болел ангиной		
225	в? за! с? до? у?	болеть	переболеть		—	HEAD:Noun + Case:Instrumental				переболел гриппом		
224	в? за! с? до? у?	болеть			—	HEAD:Preposition + Base:за + Gov_Case:Accusative				болел за городскую команду		
226		болтать	взболтать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental				Prepositions don't relate to болтать  different word sense		
227	без? с! о! по*	болтать	поболтать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:с + Gov_Case:Instrumental	HEAD:Preposition + Base:о + Gov_Case:Locative			Prepositions don't relate to болтать  different word sense		
228	про! под! сквозь*	бормотать	пробормотать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:о + Gov_Case:Locative / HEAD:Preposition + Base:про + Gov_Case:Accusative	HEAD:Preposition + Base:под + Gov_Case:Accusative			*пробормотать сквозь зубы		
229	на?	бороздить	взбороздить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
230		боронить	взборонить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
231		бороновать	взбороновать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
232		бороновать	забороновать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
233	в?	бороть	побороть		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
111	с! за! против! в? до?	бороться	побороться	FIGHT	—	HEAD:Preposition + Base:за + Gov_Case:Accusative	HEAD:Preposition + Base:с + Gov_Case:Instrumental / HEAD:Preposition + Base:против + Gov_Case:Genitive					
234	за! с- в- от- у-	бояться	забояться		HEAD:Noun + Case:Genitive + Dependency_Type:obl							
235	за! с- в- от- у-	бояться	забояться		—	HEAD:Preposition + Base:за + Gov_Case:Accusative						
236	за! с- в- от- у-	бояться	побояться		HEAD:Noun + Case:Genitive + Dependency_Type:obl							
237	за! с- в- от- у-	бояться	побояться		—	HEAD:Preposition + Base:за + Gov_Case:Accusative						
238		браковать	забраковать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
239	за!	бранить	выбранить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:за + Gov_Case:Accusative					
240		браниться	выбраниться		—	HEAD:Noun + Case:Instrumental						
241	из-за!	браниться	побраниться		—	HEAD:Preposition + Base:из-за + Gov_Case:Genitive						
242	с!	брататься	побрататься		—	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
243	на! в! с! за! у!	брать	взять		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Preposition + Base:с + Gov_Case:Instrumental / HEAD:Preposition + Base:с + Gov_Case:Genitive / HEAD:Preposition + Base:за + Gov_Case:Accusative / HEAD:Preposition + Base:у + Gov_Case:Genitive		*брать с тебя, *брать с собой		
244	за! с? в? на?	браться	взяться		—	HEAD:Preposition + Base:за + Gov_Case:Accusative			взяться за работу // взяться за учёбу			
245		брезгать	побрезгать		—							
246		брезговать	побрезговать		—	HEAD:Noun + Case:Instrumental						
247	на!	бренчать	пробренчать		—	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:на + Gov_Case:Locative					
248		брехать	пробрехать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
249		брить	побрить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
250		брить	сбрить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
251		бриться	побриться		—	HEAD:Noun + Case:Instrumental						
252	по? вокруг? без? из? в?	бродить			—	HEAD:Preposition + Base:по + Gov_Case:Dative	HEAD:Preposition + Base:на + Gov_Case:Locative / HEAD:Preposition + Base:в + Gov_Case:Locative			?брожу по лесу		
253		бродить	перебродить		—					*брага бродит		
254		бронзировать	набронзировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
255	для?	бронировать	забронировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
256	на! в! через? по? из?	бросать	бросить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:в + Gov_Case:Accusative					
257	в! к! за! с? по?	бросаться	броситься		—	HEAD:Preposition + Base:в + Gov_Case:Accusative / HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:к + Gov_Case:Dative	HEAD:Preposition + Base:за + Gov_Case:Instrumental				
258		брошюровать	сброшюровать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
259		брюзгнуть	обрюзгнуть		—							
260		брюзжать	пробрюзжать		—	HEAD:Preposition + Base:о + Gov_Case:Locative						
261		бряцать	пробряцать		—	HEAD:Noun + Case:Instrumental						
262		бубнить	пробубнить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:о + Gov_Case:Locative						
263	в! у? к*	будить	пробудить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative				*пробудить к жизни		
264	в! посреди?	будить	разбудить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative						
265		будоражить	взбудоражить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
15	от!	будоражиться	взбудоражиться	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
266		бузить	набузить		—							
267		булгачить	взбулгачить									
268	против!	бунтовать	взбунтовать		—	HEAD:Preposition + Base:против + Gov_Case:Genitive						
269		бунтоваться	взбунтоваться		—	HEAD:Preposition + Base:против + Gov_Case:Genitive						
270		буравить	пробуравить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
16	от!	буреть	побуреть	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
271	в! из?	бурить	пробурить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative						
272	в?	бурчать	пробурчать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
273		бутить	забутить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
274	от	бухнуть	разбухнуть		—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
275	с? в! за? до? у!	бывать	побывать		—	HEAD:Preposition + Base:в + Gov_Case:Locative		HEAD:Preposition + Base:у + Gov_Case:Genitive				
276		ваксить	наваксить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
277	на! в? с!	валить	повалить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:с + Gov_Case:Genitive					
278	на! в? с! за?	валить	свалить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:с + Gov_Case:Genitive					
279	на! с* из! в?	валиться	повалиться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:из + Gov_Case:Genitive			*валиться с ног		
280	на! с* из! в? под?	валиться	свалиться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:из + Gov_Case:Genitive					
281	в!	валять	обвалять		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative						
282		валять	свалять		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
283		варганить	сварганить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
284	в! на! из?	варить	сварить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative	HEAD:Preposition + Base:на + Gov_Case:Locative					
285	в!	вариться	свариться		—	HEAD:Preposition + Base:в + Gov_Case:Locative						
286	в!	вбивать	вбить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Accusative						
287	в! у? с?	вводить	ввести		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Accusative						
119	на! с? из! в! у?	везти	повезти	V-MOT	HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Preposition + Base:из + Gov_Case:Genitive / HEAD:Preposition + Base:в + Gov_Case:Accusative			???везти на машине, на концерт, с собой, с утра		
120		везти	привезти	V-MOT	HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Locative / HEAD:Noun + Case:Dative	HEAD:Preposition + Base:из + Gov_Case:Genitive / HEAD:Preposition + Base:в + Gov_Case:Accusative			?привезти детям сладостей		
288		велеть	повелеть		POS:Verb + Verb_FORM:Infinitive	HEAD:Noun + Case:Dative						
289		великодушничать	свеликодушничать		—							
290		вентилировать	провентилировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
291	c!	венчать	обвенчать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
292	c!	венчать	повенчать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
293		венчать	увенчать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
294	в? на!с!	венчаться	обвенчаться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:с + Gov_Case:Instrumental		обвенчался с ней			
295	в? на! с!	венчаться	повенчаться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:с + Gov_Case:Instrumental		повенчался с ней			
296	в? на! с!	венчаться	увенчаться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:на + Gov_Case:Accusative			работа *увенчалась успехом		
297		вербовать	завербовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Accusative						
298		вербоваться	завербоваться		—	HEAD:Preposition + Base:в + Gov_Case:Accusative						
299		вередить	развередить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
300		верещать	проверещать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
301	в! после? у? на?	верить	поверить		—	HEAD:Preposition + Base:в + Gov_Case:Accusative			верил в победу // верил в бога			
302		верить	поверить		—	HEAD:Noun + Case:Dative						
304	в! после? у? на?	верить	поверить		—	HEAD:Noun + Case:Dative			поверил другу			
305	с? в!	вериться	повериться	IMPERSONAL	—	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Noun + Case:Dative		мне не верится в успех			
306		верстать	поверстать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
307		верстать	сверстать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
308	в!	вертеть	провертеть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative						
309	в!	вертеть	свертеть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative						
310		вершить	повершить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
17	от!	веселеть	повеселеть	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive			! от похмелья			
311		веселить	повеселить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
312		веселить	развеселить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
313	от! при?	веселиться	повеселиться		—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
121	к! с! в? на? о?	вести	привести	V-MOT	HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative / HEAD:Noun + Case:Dative	HEAD:Preposition + Base:с + Gov_Case:Instrumental					
122	к! с! в? на? о?	вести	провести	V-MOT	HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative	HEAD:Preposition + Base:с + Gov_Case:Instrumental					
314	к! с? в? на? о?	вести	повести		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative	HEAD:Preposition + Base:в + Gov_Case:Accusative / HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:с + Gov_Case:Instrumental				
315		ветвиться	разветвиться		—							
316		ветшать	обветшать		—							
317		вечереть	завечереть		—							
318		вечереть	повечереть		—							
319		вечереть	свечереть		—							
320		вечерять	повечерять		—							
321	в? на! у?	вешать	повесить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative						
322	в? на!	вешать	свешать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative						
323	на! от*	вешаться	повеситься		—	HEAD:Preposition + Base:на + Gov_Case:Locative		HEAD:Preposition + Base:с + Gov_Case:Instrumental	! на дереве	*вешаться на шею		
324	на* от*	вешаться	свешаться		—					*вешаться от скуки ?вешаться со своими проблемами		
325	на? об!	вещать	провещать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:о + Gov_Case:Locative				?вещать на весь мир, ?вещать на английском		
326	от! с? над? на?	веять	провеять		HEAD:Noun + Case:Accusative + Dependency_Type:obj / HEAD:Noun + Case:Instrumental							
327		взбивать	взбить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
328	на! в! через? с?	взглянуть	взглядывать		—	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:в + Gov_Case:Accusative					
329	с!	вздорить	повздорить		—	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
330	с* у? на? про?	вздыхать	вздохнуть		—	HEAD:Preposition + Base:от + Gov_Case:Genitive			! от грусти	*вздохнуть с облегчением		
331		взрослеть	повзрослеть		—							
332	в? на? за?	видать	повидать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
333	перед?	видать	увидать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
334	с!	видаться	повидаться		—	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
335		видаться	увидаться		—							
336	в! на? перед? с?	видеть	увидеть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative						
337	с! в* на*	видеться	привидеться	IMPERSONAL	—	HEAD:Noun + Case:Dative				*привидеться во сне		
338	с! в? на*	видеться	свидеться		—	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
339	с! в? на*	видеться	увидеться		—	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
340		визировать	завизировать									
341		виниться	повиниться		—							
342	на! в? над? под?	висеть			—	HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Preposition + Base:над + Gov_Case:Instrumental		! на веревке над обрывом			
343	на! в?	виснуть	повиснуть		—	HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Preposition + Base:над + Gov_Case:Instrumental					
344	из!	вить	свить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive						
345	в!	включать	включить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Noun + Case:Instrumental		! штепсель в розетку	?включить пультом		
346		влажнеть	повлажнеть		—							
347	над!	властвовать			—	HEAD:Preposition + Base:над + Gov_Case:Instrumental			властвовать над народом			
348	за! к!	влечь	повлечь		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Instrumental	HEAD:Preposition + Base:к + Gov_Case:Dative					
349	на!	влиять	повлиять		—	HEAD:Preposition + Base:на + Gov_Case:Accusative						
349		влюбляться	влюбиться		—	HEAD:Preposition + Base:в + Gov_Case:Accusative						
350		внимать	внять		—	HEAD:Noun + Case:Dative						
123	в? за! под!	водить	отводить	V-MOT	HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Instrumental	HEAD:Preposition + Base:под + Gov_Case:Instrumental					
112	против! за! с!	воевать	повоевать	FIGHT	—	HEAD:Preposition + Base:против + Gov_Case:Genitive	HEAD:Preposition + Base:за + Gov_Case:Instrumental	HEAD:Preposition + Base:с + Gov_Case:Instrumental				
351		возвращать	вернуть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Dative						
352	к! на! в! с! из!	возвращаться	вернуться		—	HEAD:Preposition + Base:к + Gov_Case:Dative	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:в + Gov_Case:Accusative / HEAD:Preposition + Base:с + Gov_Case:Instrumental / HEAD:Preposition + Base:из + Gov_Case:Genitive / HEAD:Preposition + Base:с + Gov_Case:Genitive / HEAD:Preposition + Base:от + Gov_Case:Genitive 	вернулся из изгнания на родину // вернулся от любовницы к жене	?возвращаться с наградой / ?		
353	к! на! в! с! из!	возвращаться	возвратиться		—	HEAD:Preposition + Base:к + Gov_Case:Dative	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:в + Gov_Case:Accusative / HEAD:Preposition + Base:с + Gov_Case:Instrumental / HEAD:Preposition + Base:из + Gov_Case:Genitive / HEAD:Preposition + Base:с + Gov_Case:Genitive	возвращаться с моря			
354	от!	воздерживаться	воздержаться		—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
124	на!	возить	отвозить	V-MOT	HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Locative				?возить в телеге, ?возить в москву		
355	на!	возлагать	возложить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative			! ответственность на начальника			
356	в! из*	возникать	возникнуть		—	HEAD:Preposition + Base:в + Gov_Case:Locative / HEAD:Preposition + Base:из + Gov_Case:Genitive			! из воздуха	*возникнуть из ниоткуда		
137	против!	возражать	возразить	V-SAY	—	HEAD:Noun + Case:Dative	HEAD:Preposition + Base:против + Gov_Case:Genitive					
357	против!	возражать	возразить	V-SAY	—	HEAD:Noun + Case:Dative	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:против + Gov_Case:Genitive	! профессору веским аргументом	? HEAD:Noun + Case:Accusative		
2078.3		возрастать	возрасти		—	HEAD:Preposition + Base:на + Gov_Case:Accusative			! на сто процентов			
358		волгнуть	наволгнуть									
359		волгнуть	отволгнуть									
360		волновать	взволновать		HEAD:Noun + Case:Accusative + Dependency_Type:obj		HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:о + Gov_Case:Locative				
361	за! из-за!	волноваться	взволноваться		—	HEAD:Preposition + Base:за + Gov_Case:Accusative	HEAD:Preposition + Base:из-за + Gov_Case:Genitive	HEAD:Preposition + Base:о + Gov_Case:Locative				
362	за!	волочить	проволочить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Instrumental						
363		вонять	навонять		—	HEAD:Noun + Case:Instrumental						
138	о!	вопить	завопить	V-SAY	HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:о + Gov_Case:Locative						
364	у!	воровать	своровать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:у + Gov_Case:Genitive						
365		ворожить	наворожить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
